(3.125, -2.125, -0.125)
(3.125, -2.075000047683716, -0.125)
(3.125, -2.0250000953674316, -0.125)
(2.625, -1.774999976158142, -0.125)
(2.625, -1.725000023841858, -0.125)
(2.625, -1.6750000715255737, -0.125)
(2.625, -1.625, -0.125)
(3.125, -1.975000023841858, -0.125)
(3.125, -1.9250000715255737, -0.125)
(3.125, -1.875, -0.125)
(3.125, -1.8250000476837158, -0.125)
(3.125, -1.774999976158142, -0.125)
(3.125, -1.725000023841858, -0.125)
(3.125, -1.6750000715255737, -0.125)
(3.125, -1.625, -0.125)
(1.5750000476837158, -1.024999976158142, -0.125)
(1.3250000476837158, -0.875, -0.125)
(1.3250000476837158, -0.824999988079071, -0.125)
(1.4250000715255737, -0.925000011920929, -0.125)
(1.5750000476837158, -0.9750000238418579, -0.125)
(1.5750000476837158, -0.925000011920929, -0.125)
(1.4250000715255737, -0.875, -0.125)
(1.4250000715255737, -0.824999988079071, -0.125)
(1.5750000476837158, -0.875, -0.125)
(1.5750000476837158, -0.824999988079071, -0.125)
(0.7750000357627869, -0.5250000357627869, -0.125)
(0.675000011920929, -0.42500001192092896, -0.125)
(0.7250000238418579, -0.4749999940395355, -0.125)
(0.7750000357627869, -0.4749999940395355, -0.125)
(0.7250000238418579, -0.42500001192092896, -0.125)
(0.7750000357627869, -0.42500001192092896, -0.125)
(0.32500001788139343, -0.22500000894069672, -0.125)
(0.375, -0.22500000894069672, -0.125)
(0.2750000059604645, -0.17499999701976776, -0.125)
(0.2750000059604645, -0.125, -0.125)
(0.32500001788139343, -0.17499999701976776, -0.125)
(0.375, -0.17499999701976776, -0.125)
(0.32500001788139343, -0.125, -0.125)
(0.375, -0.125, -0.125)
(0.2750000059604645, -0.07500000298023224, -0.125)
(0.2750000059604645, -0.02500000037252903, -0.125)
(0.32500001788139343, -0.07500000298023224, -0.125)
(0.375, -0.07500000298023224, -0.125)
(0.32500001788139343, -0.02500000037252903, -0.125)
(0.375, -0.02500000037252903, -0.125)
(0.4749999940395355, -0.32500001788139343, -0.125)
(0.574999988079071, -0.375, -0.125)
(0.5250000357627869, -0.32500001788139343, -0.125)
(0.574999988079071, -0.32500001788139343, -0.125)
(0.42500001192092896, -0.2750000059604645, -0.125)
(0.4749999940395355, -0.2750000059604645, -0.125)
(0.42500001192092896, -0.22500000894069672, -0.125)
(0.4749999940395355, -0.22500000894069672, -0.125)
(0.5250000357627869, -0.2750000059604645, -0.125)
(0.574999988079071, -0.2750000059604645, -0.125)
(0.5250000357627869, -0.22500000894069672, -0.125)
(0.574999988079071, -0.22500000894069672, -0.125)
(0.625, -0.375, -0.125)
(0.675000011920929, -0.375, -0.125)
(0.625, -0.32500001788139343, -0.125)
(0.675000011920929, -0.32500001788139343, -0.125)
(0.7250000238418579, -0.375, -0.125)
(0.7750000357627869, -0.375, -0.125)
(0.7250000238418579, -0.32500001788139343, -0.125)
(0.7750000357627869, -0.32500001788139343, -0.125)
(0.625, -0.2750000059604645, -0.125)
(0.675000011920929, -0.2750000059604645, -0.125)
(0.625, -0.22500000894069672, -0.125)
(0.675000011920929, -0.22500000894069672, -0.125)
(0.7250000238418579, -0.2750000059604645, -0.125)
(0.7750000357627869, -0.2750000059604645, -0.125)
(0.7250000238418579, -0.22500000894069672, -0.125)
(0.7750000357627869, -0.22500000894069672, -0.125)
(0.42500001192092896, -0.17499999701976776, -0.125)
(0.4749999940395355, -0.17499999701976776, -0.125)
(0.42500001192092896, -0.125, -0.125)
(0.4749999940395355, -0.125, -0.125)
(0.5250000357627869, -0.17499999701976776, -0.125)
(0.574999988079071, -0.17499999701976776, -0.125)
(0.5250000357627869, -0.125, -0.125)
(0.574999988079071, -0.125, -0.125)
(0.42500001192092896, -0.07500000298023224, -0.125)
(0.4749999940395355, -0.07500000298023224, -0.125)
(0.42500001192092896, -0.02500000037252903, -0.125)
(0.4749999940395355, -0.02500000037252903, -0.125)
(0.5250000357627869, -0.07500000298023224, -0.125)
(0.574999988079071, -0.07500000298023224, -0.125)
(0.5250000357627869, -0.02500000037252903, -0.125)
(0.574999988079071, -0.02500000037252903, -0.125)
(0.625, -0.17499999701976776, -0.125)
(0.675000011920929, -0.17499999701976776, -0.125)
(0.625, -0.125, -0.125)
(0.675000011920929, -0.125, -0.125)
(0.7250000238418579, -0.17499999701976776, -0.125)
(0.7750000357627869, -0.17499999701976776, -0.125)
(0.7250000238418579, -0.125, -0.125)
(0.7750000357627869, -0.125, -0.125)
(0.625, -0.07500000298023224, -0.125)
(0.675000011920929, -0.07500000298023224, -0.125)
(0.625, -0.02500000037252903, -0.125)
(0.675000011920929, -0.02500000037252903, -0.125)
(0.7250000238418579, -0.07500000298023224, -0.125)
(0.7750000357627869, -0.07500000298023224, -0.125)
(0.7250000238418579, -0.02500000037252903, -0.125)
